10,43823
20,3536
30,2433
40,1108
50,6056
60,2744
70,28646
80,6363
80,6363
130,4555
220,54235
240,43339
280,4723
300,7279
320,4308
340,4475
360,1244
380,7218
400,43376
420,11525
440,437514
500,12469
550,151902
570,546193
620,107823
630,9192
620,107823
730,1569746
1002,58
1200,1048
1250,32668
1300,458
1300,458
1300,458
1500,562
1510,1585
1520,2268
1530,358
1600,191
1610,150
1630,287
1640,389
1670,130
1690,276
1700,491
1840,17215
1900,399
1930,1843
2100,3628
2100,3628
2200,1325
2210,949
2270,1546
2280,6081
2290,625
2300,2999
2310,3255
2320,1533
2330,89
2340,100
2350,138
2360,286
2370,79
2390,441
2400,3994
2420,569
2450,539
2500,653
2520,69
2520,69
2540,183
2540,183
2540,183
2570,102
2590,783
2600,7052
2610,710
2620,1511
2630,2345
2640,559
2700,3300
2710,171
2720,32
2780,124
2800,177
2810,265
2820,1256
2840,154
2850,46
2870,4157
2900,90
2910,174
2920,49
2990,2180
3000,55
3010,140
3020,712
3050,84
3130,195
3170,292
3200,59
3230,103
3260,348
3270,271
3300,211
3310,324
3320,1813
3330,499
3340,43
3350,86
3360,44
3380,91
3390,417
3400,34
3410,110
3420,15
3430,68
3440,31
3450,158
3460,18
3480,1938
3483,718
3490,15
3500,16
3510,40
3520,20
3530,41
3540,536
3560,172
3570,15
3580,24
3590,15041
3600,152
3610,17
3620,419
3700,868
3710,612
3720,2211
3730,1304
3800,297
3810,364
3820,243
3830,8070
3900,1516
3910,2988
3920,3228
3960,100
3980,307
3990,176
4000,332905
4100,10
4230,70
4230,70
4290,4
4300,46
4420,61
4460,65
4470,35
4500,8374
4520,121
4530,83
4540,1047
4550,1168
4560,3340
4570,3546
4580,3135
4700,12168
4720,1383
4760,8209
4770,395
4780,497
4800,149
4850,505
4870,80
4880,117
4890,206
4900,159
4920,7546
4920,7546
6000,6991
6010,603
6020,6411
6030,2271
6040,567
6060,31965
6080,414
6090,135
6120,1113
6120,1113
6200,857
6210,95
6220,949
6250,386
6270,99
6300,620
6310,1130
6370,976
6400,88
6420,466
6510,495
6550,1226
6600,66
6800,894
6810,254
6830,824
6840,299
6850,1160
6860,4795
6870,332
6880,1589
6900,1147
6910,7330
6920,1112
6980,1205
7000,1209
7010,233
7020,184
7110,1162
7200,781
7210,223
7220,91
7260,70
7340,13
7510,1240
7520,2774
7530,153
7600,1561
7610,596
7620,606
7650,407
7660,458
7670,12964
7730,91
7760,2170
7770,245
7830,1054
7840,52
7860,528
7940,7794
7970,34
8000,1593
8080,1092
8100,133
8140,1352
8170,1148
8190,21361
8200,349
8210,58
8220,49
8230,276
8240,45
8250,37
8260,100
8270,34
8280,34
8290,33
8300,31
8310,121
8320,59
8330,117
8340,280
8350,22
8360,19
8370,20
8380,18
8400,619
8500,12444
8600,931
8790,125
8800,1921
8850,5901
8870,50331
8880,343
8890,149
8930,104455
8970,37
8980,15690
9000,227
9010,2698
9030,169
9040,238
9050,2893
9060,236
9160,356
9180,842
9200,7666
9200,7666
9310,662
9340,496
9350,1026
9420,5237
9450,5490
9460,375
9480,8214
9500,229
9710,58
9730,131
9760,139
9800,311
9850,60
9870,1165
9880,2495
9900,10950
9930,2774
9940,640
9960,17
9970,23
9980,61
9990,79
10090,25542
10100,176
10110,202
10120,27
10130,522
10140,83
10150,2782
10180,18644
10180,18644
10220,1166
10230,71
10240,19
10250,25
10260,10
10270,305
10460,78
10500,13291
10530,82
10680,6489
11020,4670
11040,139
11050,101
11130,171
11140,205
11150,153
11180,134
11190,297
11200,339
11230,192
11240,443
11250,10
11260,94
11280,764
11330,384
11340,322
11360,295
11370,179
11390,889
11450,2045
11480,187
11560,51
11590,276
11610,2093
11900,49
11920,18
12100,3693
12110,6853
12120,18461
12130,1066
12140,4080
12150,2461
12160,489
12170,166
12180,139
12200,7523
12210,31731
12220,4239
12310,51
12320,841
12330,268
12340,51
12360,1073
12390,72
12420,35
12430,76
12440,27
12450,17
12460,88
12470,180
12480,90
12500,565
12510,99
12520,265
12530,30
12540,25
12560,32
12570,16
12580,13
12590,42
12600,30
12630,7
12640,206
12650,4
12660,4
12670,14
12690,133
12710,707
12750,1653
12770,331
12790,186
12810,1487
12830,938
12900,6828
13000,40
13140,1371
13200,265
13210,1690
13230,1912
13240,1918
13250,999
13500,582
13520,2455
13530,381
13540,413
13560,971
13570,1959
13580,616
13600,858
13620,46
13630,48
15000,140
15080,274
15100,4517
15120,2610
15130,1386
15160,99
15170,764
15190,560
15200,388
15210,874
15230,33
15240,106
15270,241
15320,1307
15300,601
15310,81
15320,1307
15350,9
15370,469
15380,60
15390,727
15400,103
15500,475
15520,589
15540,459
15560,728
15620,4769
15700,1819
15710,675
15740,566
15750,872
15800,2
15900,81
15910,8
15920,14
15930,48
15950,42
15960,64
15970,26
16000,38
16020,37
16030,54
16040,33
16060,46
16100,45
16110,23
16120,73
16130,49
16180,57
16200,35
16300,89
16450,2776
16500,8
16600,154
16620,35
16710,231
16720,1039
16730,1224
16810,526
17080,5890
17100,234
17120,78
17140,144
17180,26
17300,4760
17330,1079
17330,1079
17390,17292
17410,13731
17430,2142
17440,593
17450,3108
17460,9347
17470,8418
17480,3222
17570,2868
17580,709
17710,1384
17740,620
18000,385
18020,132
18040,452
18040,452
18050,130
18070,161
18120,175
18300,252
18400,134
18420,66
18470,49
18480,55
18500,3107
18600,19
18700,853
18820,403
19000,719
19020,26
19030,92
19080,16
19200,247
19320,11
19500,53
19680,4163
19800,295
19810,23
19830,812
19900,5678
19930,129
19980,891
20200,11
20500,4414
20510,3027
20530,1224
20540,993
20550,499
20570,1283
20700,62
20710,58
20820,811
20900,18739
20920,21134
21000,1597
21010,180
21030,65
21090,5563
21100,3899
21090,5563
21090,5563
21130,2002
21300,23
21400,9
21500,7
21600,153
21640,73
21660,297
21670,562
21680,582
21690,7236
21780,278
21800,342
21980,897
22000,2584
22100,2040
22120,1163
22130,223
22140,380
22180,1427
22200,1683
22230,1864
22300,7640
22310,694
22320,12184
22330,20623
22340,1391
22350,3891
22350,3891
22350,3891
22370,19910
22380,93293
22450,498
22380,93293
22500,136
22600,1933
22610,676
22650,478
22670,196
23300,121
23310,2346
23380,191
23400,176
23420,140
23450,348
23460,90
23490,833
23500,221
23530,672
23600,90
23700,175
24010,10731
24010,10731
24010,10731
24010,10731
24010,10731
24200,8569
24240,14135
24400,319
24410,19
24420,925
24460,24
24480,245
24640,17
24650,24
24660,24
24670,734
24720,2039
24740,6171
24780,3541
24790,2127
24800,1063
24810,1077
24840,1472
24870,774
24960,12774
24980,9195
25000,4868
25010,336
25500,109
25600,174
25620,66
25700,182
25800,1113
25808,21
25830,858
25850,74
42890,432
25890,2851
25900,748
25910,149
25980,456
25990,316
26000,144
26300,39
26500,589
26800,4567
26900,602
27000,510
27020,334
27050,76
27200,14
27330,271
27400,177
27600,16
27800,59
27810,53
27900,145
27920,115
27940,314
28000,2548
